Recognisable Name, Description, Qualified Name, Target, Ordinal, ClassAccess, MethodAccess,Don't Remap
random_302,null,Lnet/minecraft/block/BlockLiquid;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,14,0x421,0x1,FALSE
random_303,null,Lnet/minecraft/block/BlockLiquid;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,15,0x421,0x1,FALSE
random_304,null,Lnet/minecraft/block/BlockLiquid;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,16,0x421,0x1,FALSE
random_305,null,Lnet/minecraft/block/BlockLiquid;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,17,0x421,0x1,FALSE
random_306,null,Lnet/minecraft/block/BlockLiquid;triggerMixEffects(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextFloat()F,0,0x421,0x4,FALSE
random_307,null,Lnet/minecraft/block/BlockLiquid;triggerMixEffects(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextFloat()F,1,0x421,0x4,FALSE
random_308,null,Lnet/minecraft/block/BlockStaticLiquid;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_309,null,Lnet/minecraft/block/BlockStaticLiquid;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_310,null,Lnet/minecraft/block/BlockStaticLiquid;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_311,null,Lnet/minecraft/block/BlockStaticLiquid;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_312,null,Lnet/minecraft/block/BlockStaticLiquid;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_313,null,Lnet/minecraft/block/BlockFalling;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_314,null,Lnet/minecraft/block/BlockFalling;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,1,0x21,0x1,FALSE
random_315,null,Lnet/minecraft/block/BlockFalling;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,2,0x21,0x1,FALSE
random_316,null,Lnet/minecraft/entity/item/EntityFallingBlock;fall(FF)V,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_317,null,Lnet/minecraft/block/BlockGravel;getItemDropped(Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;I)Lnet/minecraft/item/Item;,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_318,null,Lnet/minecraft/block/BlockOre;quantityDropped(Ljava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_319,null,Lnet/minecraft/block/BlockOre;quantityDroppedWithBonus(ILjava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_320,null,Lnet/minecraft/util/EnumFacing;random(Ljava/util/Random;)Lnet/minecraft/util/EnumFacing;,Ljava/util/Random;nextInt(I)I,0,0x4031,0x9,FALSE
random_321,null,Lnet/minecraft/util/EnumFacing$Plane;random(Ljava/util/Random;)Lnet/minecraft/util/EnumFacing;,Ljava/util/Random;nextInt(I)I,0,0x4031,0x1,FALSE
random_322,null,Lnet/minecraft/block/BlockOldLeaf;dropApple(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;I)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x4,FALSE
random_323,null,Lnet/minecraft/block/BlockLeaves;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x421,0x1,FALSE
random_324,null,Lnet/minecraft/block/BlockLeaves;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,1,0x421,0x1,FALSE
random_325,null,Lnet/minecraft/block/BlockLeaves;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,2,0x421,0x1,FALSE
random_326,null,Lnet/minecraft/block/BlockLeaves;quantityDropped(Ljava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x421,0x1,FALSE
random_327,null,Lnet/minecraft/block/BlockLeaves;getDrops(Lnet/minecraft/util/NonNullList;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;I)V,Ljava/util/Random;nextInt(I)I,0,0x421,0x1,TRUE
random_328,null,Lnet/minecraft/block/BlockSponge;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,0,0x21,0x1,FALSE
random_329,null,Lnet/minecraft/block/BlockSponge;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,1,0x21,0x1,FALSE
random_330,null,Lnet/minecraft/block/BlockSponge;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,2,0x21,0x1,FALSE
random_331,null,Lnet/minecraft/block/BlockSponge;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,3,0x21,0x1,FALSE
random_332,null,Lnet/minecraft/block/BlockSponge;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,4,0x21,0x1,FALSE
random_333,null,Lnet/minecraft/tileentity/TileEntityDispenser;getDispenseSlot()I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_334,null,Lnet/minecraft/dispenser/BehaviorDefaultDispenseItem;doDispense(Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;ILnet/minecraft/util/EnumFacing;Lnet/minecraft/dispenser/IPosition;)V,Ljava/util/Random;nextDouble()D,0,0x21,0x9,FALSE
random_335,null,Lnet/minecraft/dispenser/BehaviorDefaultDispenseItem;doDispense(Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;ILnet/minecraft/util/EnumFacing;Lnet/minecraft/dispenser/IPosition;)V,Ljava/util/Random;nextGaussian()D,1,0x21,0x9,FALSE
random_336,null,Lnet/minecraft/dispenser/BehaviorDefaultDispenseItem;doDispense(Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;ILnet/minecraft/util/EnumFacing;Lnet/minecraft/dispenser/IPosition;)V,Ljava/util/Random;nextGaussian()D,2,0x21,0x9,FALSE
random_337,null,Lnet/minecraft/dispenser/BehaviorDefaultDispenseItem;doDispense(Lnet/minecraft/world/World;Lnet/minecraft/item/ItemStack;ILnet/minecraft/util/EnumFacing;Lnet/minecraft/dispenser/IPosition;)V,Ljava/util/Random;nextGaussian()D,3,0x21,0x9,FALSE
random_338,null,Lnet/minecraft/util/math/MathHelper;getInt(Ljava/util/Random;II)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x9,FALSE
random_339,null,Lnet/minecraft/util/math/MathHelper;nextFloat(Ljava/util/Random;FF)F,Ljava/util/Random;nextFloat()F,0,0x21,0x9,FALSE
random_340,null,Lnet/minecraft/util/math/MathHelper;nextDouble(Ljava/util/Random;DD)D,Ljava/util/Random;nextDouble()D,0,0x21,0x9,FALSE
random_341,null,Lnet/minecraft/util/math/MathHelper;getRandomUUID(Ljava/util/Random;)Ljava/util/UUID;,Ljava/util/Random;nextLong()J,0,0x21,0x9,FALSE
random_342,null,Lnet/minecraft/util/math/MathHelper;getRandomUUID(Ljava/util/Random;)Ljava/util/UUID;,Ljava/util/Random;nextLong()J,1,0x21,0x9,FALSE
random_343,null,Lnet/minecraft/block/BlockPistonBase;eventReceived(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;II)Z,Ljava/util/Random;nextFloat()F,0,0x21,0x20001,FALSE
random_344,null,Lnet/minecraft/block/BlockPistonBase;eventReceived(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;II)Z,Ljava/util/Random;nextFloat()F,1,0x21,0x20001,FALSE
random_345,null,Lnet/minecraft/block/BlockTallGrass;quantityDroppedWithBonus(ILjava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_346,null,Lnet/minecraft/block/BlockTallGrass;getDrops(Lnet/minecraft/util/NonNullList;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;I)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,TRUE
random_347,null,Lnet/minecraft/block/BlockDeadBush;quantityDropped(Ljava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_348,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_349,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_350,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_351,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_352,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_353,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_354,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,6,0x21,0x1,FALSE
random_355,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,7,0x21,0x1,FALSE
random_356,null,Lnet/minecraft/block/BlockMushroom;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,8,0x21,0x1,FALSE
random_357,null,Lnet/minecraft/block/BlockMushroom;canUseBonemeal(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;)Z,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_358,null,Lnet/minecraft/world/gen/feature/WorldGenBigMushroom;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextBoolean()Z,0,0x21,0x1,FALSE
random_359,null,Lnet/minecraft/world/gen/feature/WorldGenBigMushroom;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_360,null,Lnet/minecraft/world/gen/feature/WorldGenBigMushroom;generate(Lnet/minecraft/world/World;Ljava/util/Random;Lnet/minecraft/util/math/BlockPos;)Z,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_361,null,Lnet/minecraft/block/BlockTNT;onExplosionDestroy(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/world/Explosion;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_362,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_363,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,FALSE
random_364,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x1,FALSE
random_365,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,3,0x21,0x1,FALSE
random_366,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,4,0x21,0x1,FALSE
random_367,null,Lnet/minecraft/block/BlockFire;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,5,0x21,0x1,FALSE
random_368,null,Lnet/minecraft/block/BlockFire;tryCatchFire(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;ILjava/util/Random;ILnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x2,TRUE
random_369,null,Lnet/minecraft/block/BlockFire;tryCatchFire(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;ILjava/util/Random;ILnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,1,0x21,0x2,TRUE
random_370,null,Lnet/minecraft/block/BlockFire;tryCatchFire(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;ILjava/util/Random;ILnet/minecraft/util/EnumFacing;)V,Ljava/util/Random;nextInt(I)I,2,0x21,0x2,TRUE
random_371,null,Lnet/minecraft/block/BlockFire;onBlockAdded(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_372,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_373,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,1,0x21,0x1,FALSE
random_374,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,2,0x21,0x1,FALSE
random_375,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,3,0x21,0x1,FALSE
random_376,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,4,0x21,0x1,FALSE
random_377,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,5,0x21,0x1,FALSE
random_378,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,6,0x21,0x1,FALSE
random_379,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,7,0x21,0x1,FALSE
random_380,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,8,0x21,0x1,FALSE
random_381,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,9,0x21,0x1,FALSE
random_382,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,10,0x21,0x1,FALSE
random_383,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,11,0x21,0x1,FALSE
random_384,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,12,0x21,0x1,FALSE
random_385,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,13,0x21,0x1,FALSE
random_386,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,14,0x21,0x1,FALSE
random_387,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,15,0x21,0x1,FALSE
random_388,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,16,0x21,0x1,FALSE
random_389,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,17,0x21,0x1,FALSE
random_390,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,18,0x21,0x1,FALSE
random_391,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,19,0x21,0x1,FALSE
random_392,null,Lnet/minecraft/block/BlockFire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,20,0x21,0x1,FALSE
random_393,null,Lnet/minecraft/block/BlockMobSpawner;getExpDrop(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;I)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,TRUE
random_394,null,Lnet/minecraft/block/BlockMobSpawner;getExpDrop(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;I)I,Ljava/util/Random;nextInt(I)I,1,0x21,0x1,TRUE
random_395,null,Lnet/minecraft/tileentity/TileEntityChest;update()V,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_396,null,Lnet/minecraft/tileentity/TileEntityChest;update()V,Ljava/util/Random;nextFloat()F,1,0x21,0x1,FALSE
random_397,null,Lnet/minecraft/block/BlockRedstoneWire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_398,null,Lnet/minecraft/block/BlockRedstoneWire;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,1,0x21,0x1,FALSE
random_399,null,Lnet/minecraft/block/BlockCrops;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_400,null,Lnet/minecraft/block/BlockCrops;getDrops(Lnet/minecraft/util/NonNullList;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;I)V,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,TRUE
random_401,null,Lnet/minecraft/block/BlockFurnace;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,0,0x21,0x1,FALSE
random_402,null,Lnet/minecraft/block/BlockFurnace;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,1,0x21,0x1,FALSE
random_403,null,Lnet/minecraft/block/BlockFurnace;randomDisplayTick(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,2,0x21,0x1,FALSE
random_404,null,Lnet/minecraft/block/BlockRedstoneOre;quantityDroppedWithBonus(ILjava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_405,null,Lnet/minecraft/block/BlockRedstoneOre;quantityDropped(Ljava/util/Random;)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,FALSE
random_406,null,Lnet/minecraft/block/BlockRedstoneOre;getExpDrop(Lnet/minecraft/block/state/IBlockState;Lnet/minecraft/world/IBlockAccess;Lnet/minecraft/util/math/BlockPos;I)I,Ljava/util/Random;nextInt(I)I,0,0x21,0x1,TRUE
random_407,null,Lnet/minecraft/block/BlockRedstoneOre;spawnParticles(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextFloat()F,0,0x21,0x2,FALSE
random_408,null,Lnet/minecraft/block/BlockRedstoneOre;spawnParticles(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextFloat()F,1,0x21,0x2,FALSE
random_409,null,Lnet/minecraft/block/BlockRedstoneOre;spawnParticles(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;)V,Ljava/util/Random;nextFloat()F,2,0x21,0x2,FALSE
random_410,null,Lnet/minecraft/block/BlockRedstoneTorch;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,0,0x21,0x1,FALSE
random_411,null,Lnet/minecraft/block/BlockRedstoneTorch;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextFloat()F,1,0x21,0x1,FALSE
random_412,null,Lnet/minecraft/block/BlockRedstoneTorch;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,2,0x21,0x1,FALSE
random_413,null,Lnet/minecraft/block/BlockRedstoneTorch;updateTick(Lnet/minecraft/world/World;Lnet/minecraft/util/math/BlockPos;Lnet/minecraft/block/state/IBlockState;Ljava/util/Random;)V,Ljava/util/Random;nextDouble()D,3,0x21,0x1,FALSE
