Recognisable Name	 Description	 Qualified Name	 Target	 Ordinal	 ClassAccess	 MethodAccess	Don't Remap	Don't change	IsClient?	Static
aiAttackCheckForTargets	Between a lot of conditions, the chance for the entity to update the target	Lnet/minecraft/entity/ai/EntityAIAttackMelee;updateTask()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiAttackRangedBowStrafeClockwise	If entity should change directions after 20 ticks, to the left or to the right	Lnet/minecraft/entity/ai/EntityAIAttackRangedBow;updateTask()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiAttackRangedBowStrafeClockwise	If entity should change directions after 20 ticks, to the left or to the right	Lnet/minecraft/entity/ai/EntityAIAttackRangedBow;updateTask()V	Ljava/util/Random;nextFloat()F	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiBeg	How long a wolf should beg for the item in the players hands	Lnet/minecraft/entity/ai/EntityAIBeg;startExecuting()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiBreakDoorSound	If the zombie break door sound should be played	Lnet/minecraft/entity/ai/EntityAIBreakDoor;updateTask()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiDefendVillageCheckForEnemyPlayer	If the entity should look for a player with low reputation as a target	Lnet/minecraft/entity/ai/EntityAIDefendVillage;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiEatGrassEatGrass	Should eat grass	Lnet/minecraft/entity/ai/EntityAIEatGrass;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiFleeSun	Looks 10 times around the entity randomly for a shelter	Lnet/minecraft/entity/ai/EntityAIFleeSun;findPossibleShelter()Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiFleeSun	Looks 10 times around the entity randomly for a shelter	Lnet/minecraft/entity/ai/EntityAIFleeSun;findPossibleShelter()Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiFleeSun	Looks 10 times around the entity randomly for a shelter	Lnet/minecraft/entity/ai/EntityAIFleeSun;findPossibleShelter()Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiFollowGolemTakeRose	How long it takes until entity takes a rose from the golem	Lnet/minecraft/entity/ai/EntityAIFollowGolem;startExecuting()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiLeapAtTargetLeapChance	If the entity should leap at the target	Lnet/minecraft/entity/ai/EntityAILeapAtTarget;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiLookAtVillagerLook	If the entity should look at a villager	Lnet/minecraft/entity/ai/EntityAILookAtVillager;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiLookIdleStart	If the entity should start looking around	Lnet/minecraft/entity/ai/EntityAILookIdle;shouldExecute()Z	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiLookIdleLookingDirection	In which direction the entity should look	Lnet/minecraft/entity/ai/EntityAILookIdle;startExecuting()V	Ljava/util/Random;nextDouble()D	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiLookIdleLookingDirection	In which direction the entity should look	Lnet/minecraft/entity/ai/EntityAILookIdle;startExecuting()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextGaussian()D	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextGaussian()D	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextGaussian()D	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextDouble()D	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextDouble()D	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextDouble()D	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMateParticle	When done mating, where the particles spawn	Lnet/minecraft/entity/ai/EntityAIMate;spawnBaby()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiMoveIndoors	If the entity should run indoors	Lnet/minecraft/entity/ai/EntityAIMoveIndoors;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_979	null	Lnet/minecraft/entity/ai/EntityAIMoveToBlock;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x421	0x1	FALSE	FALSE	FALSE	FALSE
random_980	null	Lnet/minecraft/entity/ai/EntityAIMoveToBlock;startExecuting()V	Ljava/util/Random;nextInt(I)I	0	0x421	0x1	FALSE	FALSE	FALSE	FALSE
random_981	null	Lnet/minecraft/entity/ai/EntityAIMoveToBlock;startExecuting()V	Ljava/util/Random;nextInt(I)I	1	0x421	0x1	FALSE	FALSE	FALSE	FALSE
aiNearestAttackableTarget	If the entity should look for a new target	Lnet/minecraft/entity/ai/EntityAINearestAttackableTarget;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiPlay	If entities should play with each other	Lnet/minecraft/entity/ai/EntityAIPlay;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_775	null	Lnet/minecraft/entity/ai/EntityAIRunAroundLikeCrazy;updateTask()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
random_776	null	Lnet/minecraft/entity/ai/EntityAIRunAroundLikeCrazy;updateTask()V	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiSkeletonRidersAddEnchantmentToMainhand	What enchantment should be added to the item in the main hand	Lnet/minecraft/entity/ai/EntityAISkeletonRiders;createSkeleton(Lnet/minecraft/world/DifficultyInstance;Lnet/minecraft/entity/passive/AbstractHorse;)Lnet/minecraft/entity/monster/EntitySkeleton;	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiSkeletonRidersAddEnchantmentToMainhand	What enchantment should be added to the item in the main hand	Lnet/minecraft/entity/ai/EntityAISkeletonRiders;createSkeleton(Lnet/minecraft/world/DifficultyInstance;Lnet/minecraft/entity/passive/AbstractHorse;)Lnet/minecraft/entity/monster/EntitySkeleton;	Ljava/util/Random;nextInt(I)I	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
aiSkeletonRidersAddVelocity	How much velocity should be added to the skeleton horse	Lnet/minecraft/entity/ai/EntityAISkeletonRiders;updateTask()V	Ljava/util/Random;nextGaussian()D	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiSkeletonRidersAddVelocity	How much velocity should be added to the skeleton horse	Lnet/minecraft/entity/ai/EntityAISkeletonRiders;updateTask()V	Ljava/util/Random;nextGaussian()D	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiSwimmingSetJumping	Set's the entity to jumping to simulate swimming	Lnet/minecraft/entity/ai/EntityAISwimming;updateTask()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiTargetDelay	How long the delay is before entity starts pathfinding	Lnet/minecraft/entity/ai/EntityAITarget;canEasilyReach(Lnet/minecraft/entity/EntityLivingBase;)Z	Ljava/util/Random;nextInt(I)I	0	0x421	0x2	FALSE	FALSE	FALSE	FALSE
aiVillagerMateStart	If the villager should start mating	Lnet/minecraft/entity/ai/EntityAIVillagerMate;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiVillagerMateSetEntityState	Unused method???	Lnet/minecraft/entity/ai/EntityAIVillagerMate;updateTask()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiWander	When entity starts to wander around	Lnet/minecraft/entity/ai/EntityAIWander;shouldExecute()Z	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiWanderAvoidWater	If the entity looks for a place outside the water or just a random position	Lnet/minecraft/entity/ai/EntityAIWanderAvoidWater;getPosition()Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	FALSE	FALSE	FALSE
aiWanderAvoidWaterFlying	If entity looks for a nearby tree	Lnet/minecraft/entity/ai/EntityAIWanderAvoidWaterFlying;getPosition()Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	FALSE	FALSE	FALSE
aiWatchClosestStart	If the entity should look at another entity	Lnet/minecraft/entity/ai/EntityAIWatchClosest;shouldExecute()Z	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
aiWatchClosestDuration	How long the entity should look at another entity	Lnet/minecraft/entity/ai/EntityAIWatchClosest;startExecuting()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	0	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	1	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	2	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	3	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	4	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	5	0x21	0xa	FALSE	FALSE	FALSE	FALSE
randomPositionGenerator	Random for determining the coordinates of an entity, used by AI tasks	Lnet/minecraft/entity/ai/RandomPositionGenerator;generateRandomPos(Lnet/minecraft/entity/EntityCreature;IILnet/minecraft/util/math/Vec3d;Z)Lnet/minecraft/util/math/Vec3d;	Ljava/util/Random;nextInt(I)I	6	0x21	0xa	FALSE	FALSE	FALSE	FALSE
phaseDyingParticle	Position of huge explosions during phase dying	Lnet/minecraft/entity/boss/dragon/phase/PhaseDying;doClientRenderEffects()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseDyingParticle	Position of huge explosions during phase dying	Lnet/minecraft/entity/boss/dragon/phase/PhaseDying;doClientRenderEffects()V	Ljava/util/Random;nextFloat()F	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseDyingParticle	Position of huge explosions during phase dying	Lnet/minecraft/entity/boss/dragon/phase/PhaseDying;doClientRenderEffects()V	Ljava/util/Random;nextFloat()F	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseHoldingPatternPerch	If the dragon should start perching	Lnet/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern;findNewTarget()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseHoldingPatternPerch	If the dragon should start perching	Lnet/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern;findNewTarget()V	Ljava/util/Random;nextInt(I)I	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseHoldingPatternPerch	If the dragon should start perching	Lnet/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern;findNewTarget()V	Ljava/util/Random;nextInt(I)I	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseHoldingPatternPerch	If the dragon should start perching	Lnet/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern;findNewTarget()V	Ljava/util/Random;nextInt(I)I	3	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseHoldingPatternMoveToLocation	Random increment in movement while navigating to the next path	Lnet/minecraft/entity/boss/dragon/phase/PhaseHoldingPattern;navigateToNextPathNode()V	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseLandingParticle	Particles for dragon breath...	Lnet/minecraft/entity/boss/dragon/phase/PhaseLanding;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseLandingParticle	Particles for dragon breath...	Lnet/minecraft/entity/boss/dragon/phase/PhaseLanding;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseLandingParticle	Particles for dragon breath...	Lnet/minecraft/entity/boss/dragon/phase/PhaseLanding;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseLandingApproachMoveToLocation	Random increment in movement while navigating to the next path	Lnet/minecraft/entity/boss/dragon/phase/PhaseLandingApproach;navigateToNextPathNode()V	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseSittingAttackingGrowlSound	Pitch of the dragon growl	Lnet/minecraft/entity/boss/dragon/phase/PhaseSittingAttacking;doClientRenderEffects()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseSittingFlamingParticle	Position of dragon breath particles	Lnet/minecraft/entity/boss/dragon/phase/PhaseSittingFlaming;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseSittingFlamingParticle	Position of dragon breath particles	Lnet/minecraft/entity/boss/dragon/phase/PhaseSittingFlaming;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseSittingFlamingParticle	Position of dragon breath particles	Lnet/minecraft/entity/boss/dragon/phase/PhaseSittingFlaming;doClientRenderEffects()V	Ljava/util/Random;nextGaussian()D	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
phaseStrafePlayerRotation	If the dragon should go clockwise or counterclockwise when finding a new target	Lnet/minecraft/entity/boss/dragon/phase/PhaseStrafePlayer;findNewTarget()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseStrafePlayerMoveToLocation	Random increment in movement while navigating to the next path	Lnet/minecraft/entity/boss/dragon/phase/PhaseStrafePlayer;navigateToNextPathNode()V	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
phaseTakeoffMoveToLocation	Random increment in movement while navigating to the next path	Lnet/minecraft/entity/boss/dragon/phase/PhaseTakeoff;navigateToNextPathNode()V	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
addDragonExplosionParticles	When the dragon destroys blocks, explosion particles will spawn	Lnet/minecraft/entity/boss/EntityDragon;destroyBlocksInAABB(Lnet/minecraft/util/math/AxisAlignedBB;)Z	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
addDragonExplosionParticles	When the dragon destroys blocks, explosion particles will spawn	Lnet/minecraft/entity/boss/EntityDragon;destroyBlocksInAABB(Lnet/minecraft/util/math/AxisAlignedBB;)Z	Ljava/util/Random;nextFloat()F	1	0x21	0x2	FALSE	FALSE	FALSE	FALSE
addDragonExplosionParticles	When the dragon destroys blocks, explosion particles will spawn	Lnet/minecraft/entity/boss/EntityDragon;destroyBlocksInAABB(Lnet/minecraft/util/math/AxisAlignedBB;)Z	Ljava/util/Random;nextFloat()F	2	0x21	0x2	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathHugeExplosionParticle	Huge explosion particles when dragon dies	Lnet/minecraft/entity/boss/EntityDragon;onDeathUpdate()V	Ljava/util/Random;nextFloat()F	0	0x21	0x4	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathHugeExplosionParticle	Huge explosion particles when dragon dies	Lnet/minecraft/entity/boss/EntityDragon;onDeathUpdate()V	Ljava/util/Random;nextFloat()F	1	0x21	0x4	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathHugeExplosionParticle	Huge explosion particles when dragon dies	Lnet/minecraft/entity/boss/EntityDragon;onDeathUpdate()V	Ljava/util/Random;nextFloat()F	2	0x21	0x4	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	3	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnDragonDeathExplosionParticle	Position of large explosion particles	Lnet/minecraft/entity/boss/EntityDragon;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	4	0x21	0x1	FALSE	FALSE	FALSE	FALSE
changeDragonHealingEnderCrystal	Chance to change the healing crystal	Lnet/minecraft/entity/boss/EntityDragon;updateDragonEnderCrystal()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
random_528	null	Lnet/minecraft/entity/boss/EntityWither;launchWitherSkullToEntity(ILnet/minecraft/entity/EntityLivingBase;)V	Ljava/util/Random;nextFloat()F	0	0x21	0x2	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	3	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	4	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	5	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	6	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
spawnWitherParticles	Position of smoke and mob spell particles	Lnet/minecraft/entity/boss/EntityWither;onLivingUpdate()V	Ljava/util/Random;nextGaussian()D	7	0x21	0x1	FALSE	FALSE	FALSE	FALSE
witherHeadUpdates	How long it takes to make the head shoot (?)	Lnet/minecraft/entity/boss/EntityWither;updateAITasks()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x4	FALSE	FALSE	FALSE	FALSE
witherHeadUpdates	How long it takes to make the head shoot (?)	Lnet/minecraft/entity/boss/EntityWither;updateAITasks()V	Ljava/util/Random;nextInt(I)I	1	0x21	0x4	FALSE	FALSE	FALSE	FALSE
witherHeadUpdates	How long it takes to make the head shoot (?)	Lnet/minecraft/entity/boss/EntityWither;updateAITasks()V	Ljava/util/Random;nextInt(I)I	2	0x21	0x4	FALSE	FALSE	FALSE	FALSE
lightningBoltVertex	Rendering randomness	Lnet/minecraft/entity/effect/EntityLightningBolt;<init>(Lnet/minecraft/world/World;DDDZ)V	Ljava/util/Random;nextLong()J	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltVertex	Rendering randomness	Lnet/minecraft/entity/effect/EntityLightningBolt;<init>(Lnet/minecraft/world/World;DDDZ)V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltVertex	Rendering randomness	Lnet/minecraft/entity/effect/EntityLightningBolt;<init>(Lnet/minecraft/world/World;DDDZ)V	Ljava/util/Random;nextInt(I)I	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltVertex	Rendering randomness	Lnet/minecraft/entity/effect/EntityLightningBolt;<init>(Lnet/minecraft/world/World;DDDZ)V	Ljava/util/Random;nextInt(I)I	2	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltVertex	Rendering randomness	Lnet/minecraft/entity/effect/EntityLightningBolt;<init>(Lnet/minecraft/world/World;DDDZ)V	Ljava/util/Random;nextInt(I)I	3	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltSound	Pitch of thunder and impact sounds	Lnet/minecraft/entity/effect/EntityLightningBolt;onUpdate()V	Ljava/util/Random;nextFloat()F	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltSound	Pitch of thunder and impact sounds	Lnet/minecraft/entity/effect/EntityLightningBolt;onUpdate()V	Ljava/util/Random;nextFloat()F	1	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltSound	Pitch of thunder and impact sounds	Lnet/minecraft/entity/effect/EntityLightningBolt;onUpdate()V	Ljava/util/Random;nextInt(I)I	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
lightningBoltSound	Pitch of thunder and impact sounds	Lnet/minecraft/entity/effect/EntityLightningBolt;onUpdate()V	Ljava/util/Random;nextLong()J	0	0x21	0x1	FALSE	FALSE	FALSE	FALSE
trampleHeight	Minimum Fall Distance until farmland gets trampled	Lnet/minecraft/entity/Entity;canTrample(Lnet/minecraft/world/World;Lnet/minecraft/block/Block;Lnet/minecraft/util/math/BlockPos;F)Z	Ljava/util/Random;nextFloat()F	0	0x421	0x1	TRUE	FALSE	FALSE	FALSE
runningParticle	Position of block crack particles when running	Lnet/minecraft/entity/Entity;createRunningParticles()V	Ljava/util/Random;nextFloat()F	0	0x421	0x4	FALSE	FALSE	FALSE	FALSE
runningParticle	Position of block crack particles when running	Lnet/minecraft/entity/Entity;createRunningParticles()V	Ljava/util/Random;nextFloat()F	1	0x421	0x4	FALSE	FALSE	FALSE	FALSE
splashSound	Pitch of splash sound	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	0	0x421	0x4	FALSE	FALSE	FALSE	FALSE
splashSound	Pitch of swim sound	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	1	0x421	0x4	FALSE	FALSE	FALSE	FALSE
waterBubbleParticle	Position of bubble particle	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	2	0x421	0x4	FALSE	FALSE	FALSE	FALSE
waterBubbleParticle	Position of bubble particle	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	3	0x421	0x4	FALSE	FALSE	FALSE	FALSE
waterBubbleParticle	Position of bubble particle	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	4	0x421	0x4	FALSE	FALSE	FALSE	FALSE
waterSplashParticle	Position of water splash particle	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	5	0x421	0x4	FALSE	FALSE	FALSE	FALSE
waterSplashParticle	Position of water splash particle	Lnet/minecraft/entity/Entity;doWaterSplashEffect()V	Ljava/util/Random;nextFloat()F	6	0x421	0x4	FALSE	FALSE	FALSE	FALSE
swimSoundPitch	Pitch of swimming entities sound	Lnet/minecraft/entity/Entity;move(Lnet/minecraft/entity/MoverType;DDD)V	Ljava/util/Random;nextFloat()F	0	0x421	0x1	FALSE	FALSE	FALSE	FALSE
swimSoundPitch	Pitch of swimming entities sound	Lnet/minecraft/entity/Entity;move(Lnet/minecraft/entity/MoverType;DDD)V	Ljava/util/Random;nextFloat()F	1	0x421	0x1	FALSE	FALSE	FALSE	FALSE
